Date,usdt,usdp,usdc,tusd,gusd,frax,dai,busd,bit,eth,xrp,NGN,Lira
2024-01-28,2.387604147843949,2.3876287028327705,2.387603880635574,2.3906240853982847,2.3865903147239136,2.3874747238205902,2.387135968740014,2.3857883143607497,-297.0,-296.99999999999994,2.6413382188416366,8.708830753392908,8.449260626003147
2024-01-29,2.3876274350433144,2.387625369687646,2.3876043752519163,2.3910881467543326,2.386684254139633,2.385609216467476,2.38669772663131,2.3859038098665133,-297.0,-297.0,2.6635040122111326,8.160239603572125,8.449044115275836
2024-01-30,2.387228139409112,2.387177492177651,2.3873610172384576,2.391966719391229,2.3879176237107633,2.3884065598011577,2.386278038168928,2.387406576023725,-297.0,-297.00000000000006,2.6708132740994084,8.184017251573469,8.449044115275836
2024-01-31,2.3875084176524797,2.3874601453979625,2.3874761508682947,2.391382829188329,2.385929282326703,2.385206439652786,2.386723119750089,2.3857656006045698,-297.0,-297.0,2.6675582315155157,8.289422694311403,8.186605188278
2024-02-01,2.387396952476279,2.3874486289114314,2.3874745442796868,2.391386828980527,2.386278344763462,2.3854285349648126,2.3869880270715678,2.385732216232163,-297.0,-297.00000000000006,2.6636655616508973,8.29354372130332,8.188148264118086
2024-02-02,2.387603700977968,2.3875584710892235,2.387579325799294,2.391393640675726,2.3866456536549676,2.385448913232773,2.3870860705653443,2.385365758947019,-297.0,-296.99999999999994,2.656598822027619,8.303133311235765,8.459720673763076
2024-02-03,2.387606290003423,2.387559241765995,2.3875823675321928,2.3923455431731666,2.387985664299762,2.3861181886203036,2.3869271454802097,2.3854618072179514,-297.0,-297.0,2.672928338948266,8.301373932944504,8.459720673763076
2024-02-04,2.3868977653302412,2.3873565947864175,2.387376547352898,2.3943247686604856,2.386441947342849,2.3856249052708662,2.3868599697977495,2.385629520744051,-297.0,-297.0,2.6700095206046868,8.280915224114766,8.346880514122713
2024-02-05,2.387215176499643,2.3874799661111297,2.3874669567173066,2.3926648878494516,2.385969430257043,2.3873269670268007,2.3869965394629142,2.385251594392678,-297.0,-297.0,2.671150575246953,8.291493477157953,8.449398821901047
2024-02-06,2.38739906731699,2.387392003367037,2.387347929606644,2.3912850444871694,2.3860731521883904,2.387143861278718,2.3869043091262965,2.3856254828759895,-297.0,-297.0,2.6632734429878315,8.282187353222152,8.4432965332662
2024-02-07,2.3873880030875787,2.387410585077784,2.387249296613589,2.3936958363224377,2.385882733034296,2.3850954919660396,2.3869099083504786,2.3856296388667904,-297.0,-296.99999999999994,2.662585997202059,8.2831935078383,8.448063812191217
2024-02-08,2.387398441319391,2.3873463477190775,2.3872760991383277,2.392301750520703,2.3860363639377393,2.387110306800573,2.3866297984345586,2.3856207842982062,-297.0,-297.00000000000006,2.6519366402865607,8.283910840230252,8.448339632875982
2024-02-09,2.387501083413289,2.387506140521843,2.387390247080855,2.393090397652099,2.387537456219185,2.3862055280207106,2.3870277348300464,2.3857296380888924,-297.0,-297.0,2.6537144069370115,8.293642265073789,8.198056961399168
2024-02-10,2.3875054861582505,2.3871303718109074,2.3874915330445816,2.3936153429855302,2.3865475013168362,2.385574861936039,2.3864570646714576,2.385730604492875,-297.0,-297.0,2.651905700538566,8.286499157484501,8.198056961399168
2024-02-11,2.3872967290939,2.387324198453703,2.387160881962433,2.3934124508751737,2.3860495468556553,2.385964185914534,2.3868128490861835,2.3855244177300303,-297.0,-297.0,2.6466361346086473,8.267155745893636,8.350672391603103
2024-02-12,2.3875057988557207,2.3875546363709823,2.3875094579904954,2.390838937319089,2.3863844180932294,2.385549766335677,2.387022124477845,2.385744969241694,-297.00000000000006,-297.0,2.6536750240678204,8.284106921470837,8.458335099672624
2024-02-13,2.3875073355271126,2.3869642941694256,2.386963217748763,2.3911143714457506,2.3856566647196034,2.3874147351665527,2.3864663831150783,2.3857670025657307,-297.0,-297.0,2.642691168011007,8.283988608764608,8.353440829367532
2024-02-14,2.3874001450801856,2.387238194760709,2.3872160466765684,2.393976943742247,2.387635491605871,2.3852818812686616,2.3867323669224114,2.3856635641509913,-297.0,-297.0,2.6213940864150693,8.273226247003443,8.198766702578522
2024-02-15,2.3873909304166894,2.3871222766788196,2.38713810216105,2.3951722552482315,2.3859888973691072,2.3875105423651224,2.3867471342087296,2.3856597775527506,-297.0,-297.00000000000006,2.6188571151225806,8.274253745506066,8.293759953728138
2024-02-16,2.387399567499886,2.387174470568715,2.3870075072432413,2.3968886699573444,2.3880395359487165,2.387581171090369,2.3868898304341672,2.385666465816273,-297.0,-297.0,2.6317713295197667,8.273658238751054,8.293780192461389
2024-02-17,2.3873980688373098,2.387367552284108,2.387354035912062,2.3944504592326377,2.3866547676681638,2.386207768852108,2.386911342148151,2.3856668114652875,-297.0,-296.99999999999994,2.625761479807723,8.273386246387048,8.293780192461389
2024-02-18,2.387344392223914,2.3870219743761774,2.3871837457470284,2.396235637047222,2.3861974052070067,2.3853149566600487,2.386460394375361,2.3854743925626645,-297.00000000000006,-297.0,2.6218727339568666,8.273694019425308,8.472717613422777
2024-02-19,2.3873924175526304,2.38734780228937,2.3873461854481874,2.3958036991232077,2.3863918765360297,2.3859456062523448,2.3868961743967056,2.3856597085034124,-297.0,-296.99999999999994,2.6218087682711433,8.288081033849734,8.302662811094859
2024-02-20,2.387290206120765,2.3872760873544725,2.3872332128766023,2.395425050482862,2.388039984119524,2.386078964531721,2.386782932469249,2.3855533874104,-297.0,-296.99999999999994,2.6332878088790803,8.276443273991646,8.46655275266787
2024-02-21,2.3870726818727914,2.386945754035501,2.3871306023024474,2.396954131781052,2.386228376216709,2.3874412452466824,2.3865976240768596,2.385441296357256,-297.0,-297.0,2.6401008462362348,8.481484018582375,8.199014144958495
2024-02-22,2.387069624938417,2.3870410335760806,2.3871301596586583,2.3968668518473706,2.387326078139121,2.386919685280518,2.3863646903237345,2.3854418894203406,-297.0,-297.0,2.6456130041958166,8.29214532127522,8.19919172116939
2024-02-23,2.386835311376528,2.386803795699012,2.386737023769374,2.396921710432298,2.3856510943529763,2.3849373004792356,2.3861347177650374,2.385338983373528,-297.0,-297.0,2.636731468788495,8.28234945429074,8.188968861536203
2024-02-24,2.387076769710535,2.3870034945778444,2.386967175213071,2.3964506724001677,2.3857370031932006,2.3858112490401218,2.386592480916744,2.3853320190102028,-297.0,-297.0,2.6386093057579236,8.281194468504609,8.188968861536203
2024-02-25,2.387286502312972,2.3871084892504406,2.3868898392218085,2.3962959146201497,2.3856592911637864,2.387850840017025,2.386339502174794,2.3855376034006714,-297.0,-297.0,2.631588118558115,8.301816287193605,8.47580938886571
2024-02-26,2.3872856503246824,2.387202564088245,2.387238607918466,2.399717494100789,2.3859436424025997,2.3875440828385517,2.3865055389772736,2.385556821914485,-297.0,-297.00000000000006,2.601989628722551,8.307475514719322,8.475497023663195
2024-02-27,2.3867553483690362,2.387281962806435,2.3872363447417273,2.402517214981042,2.3860267616162627,2.385263124430993,2.3868024453839918,2.385555203525049,-297.00000000000006,-296.99999999999994,2.609590817127493,8.308968716690623,8.475497023663195
2024-02-28,2.3870849846437956,2.3869104571405937,2.3870498381653595,2.3849543650565996,2.3862425459853758,2.388324038092055,2.3862004625450908,2.385695460872563,-296.99999999999994,-297.0,2.601546421733449,8.274342246133378,8.160960507301294
2024-02-29,2.3873798071018095,2.388311128913361,2.386687460900776,2.3833497433823214,2.3886674811063773,2.3881077628370755,2.3862601279590963,2.385614295081506,-297.0,-297.00000000000006,2.589990296121239,8.26461886074219,8.31877078827923
2024-03-01,2.3871657709767864,2.387144203343932,2.3871173713388294,2.3831382393793015,2.38564143900061,2.3881441065417985,2.3859159055962125,2.385445163898516,-297.0,-297.0,2.5586734716787567,8.308790565227591,8.300682827261546
2024-03-02,2.3869590945399377,2.386926895801891,2.386914608295949,2.382934098316271,2.385667489201641,2.385171270108107,2.3864875964802326,2.3852296261909824,-297.0,-297.00000000000006,2.5693272383030554,8.289532820563428,8.195640176460707
2024-03-03,2.387059977444469,2.3870212914410884,2.3870191517831505,2.3830379055586994,2.386223469614281,2.3848633880980943,2.3865812052676927,2.3853401236552,-297.0,-297.0,2.5519255547839705,8.299498587166173,8.296954431976229
2024-03-04,2.3870593358008447,2.3870256292877734,2.387016153806215,2.383037487589209,2.386209573469866,2.385699747343454,2.386585345531043,2.3851290020627376,-297.0,-297.0,2.5928182655742007,8.29981419722207,8.476136420596864
2024-03-05,2.3870541095055757,2.3869911635332723,2.387003726956826,2.383040104027484,2.386202719239631,2.3868242393525785,2.3865794684230153,2.385281281190293,-297.0,-297.0,2.5778292672811136,8.298949600252119,8.305843107203742
2024-03-06,2.387161321735589,2.38625706088338,2.3865493049717514,2.3831372762498746,2.3890827624086386,2.389498849169063,2.386679336766701,2.3853820396761822,-297.0,-297.00000000000006,2.566909538339446,8.308764100684327,8.320831859574113
2024-03-07,2.387048858603702,2.3867098411686833,2.3869621281493245,2.3830340474637572,2.3860458194107763,2.3876606389345914,2.386555985122187,2.3852344864651007,-297.0,-297.0,2.571734219495334,8.299105974361886,8.487041224756458
2024-03-08,2.3870237570376185,2.3869479948378216,2.3869488320244328,2.3830249719225125,2.3858559254725256,2.3874880847108253,2.3865447164981815,2.385219430909642,-297.0,-296.99999999999994,2.5709560408190884,8.299084879624989,8.488548043605686
2024-03-09,2.3869230460471993,2.3868483212105778,2.386846320714919,2.3829270995349763,2.3857289736113323,2.387102531412184,2.386442756421805,2.3850802514519893,-297.0,-297.0,2.582017721915186,8.289415007270717,8.304422447196751
2024-03-10,2.386912954643005,2.3867037362935664,2.386584862091324,2.382928446247827,2.3853190750260285,2.387580980054097,2.3862224473197644,2.385028960164591,-297.0,-297.0,2.507737717306071,8.28907493282967,8.30438226545751
2024-03-11,2.3868620017137254,2.386736233083965,2.3868427115325983,2.3829179976919943,2.3856768704535947,2.3868488624931294,2.3860752881306415,2.3850044899287712,-297.0,-297.0,2.5197575021887912,8.287824520102909,8.478646832696151
2024-03-12,2.3869177397163948,2.3867505449279514,2.3868385255876245,2.382916304162766,2.3872844802580118,2.3881738071367726,2.386437467376642,2.3849930576292087,-297.0,-297.0,2.5188373256294465,8.288785220592278,8.308231901035825
2024-03-13,2.3865360993197657,2.386824960116073,2.3864698954670645,2.3827485664684747,2.3869920551248778,2.388306085427927,2.386082505988377,2.384545771647438,-297.0,-297.0,2.5325419215402096,8.289171768100292,8.483316422186205
2024-03-14,2.386507435974429,2.3885114190199497,2.386435565933138,2.382684937711162,2.3873587116998247,2.388817132640446,2.385707203142896,2.3844722327533283,-297.0,-297.0,2.556646124300533,8.28885979289064,8.311334879995414
2024-03-15,2.3881009740629735,2.386105666006707,2.386166813021028,2.3841245206175814,2.3859498213563906,2.386552374281638,2.387659165782116,2.3843715563841528,-297.0,-297.0,2.579839268203184,8.28927484997527,8.314280036308599
2024-03-16,2.386818741670507,2.386007509020218,2.386827584900195,2.382946295884852,2.385911691194647,2.3854364529371175,2.3863918973898337,2.383853383587376,-297.0,-297.0,2.5667610252034727,8.285575455987786,8.317119425900014
2024-03-17,2.386465962685741,2.386104846575578,2.3864157058146254,2.3828967517691364,2.3855555376026825,2.386937031958015,2.38603442733184,2.3832337775188277,-297.0,-296.99999999999994,2.5418234104389366,8.284478692435584,8.492350997335976
2024-03-18,2.3869589920761,2.386859253853806,2.387897819552508,2.3829851637653876,2.3860178937437704,2.385017955261333,2.3861767316325984,2.383129720864996,-297.0,-297.0,2.5922846505895083,8.290486947120419,8.318803441908338
2024-03-19,2.386678036698492,2.385952514491088,2.3867903334822267,2.3828523710835,2.385919359884326,2.3864693816982223,2.3860338977855573,2.38370979933098,-297.0,-297.0,2.569956907848928,8.286272185491615,8.480026983252857
2024-03-20,2.387055768265066,2.3867792032534147,2.386964686479264,2.3830586013492194,2.386088971523944,2.386832298336953,2.3866562159423297,2.383884062293997,-297.0,-297.0,2.548403171141091,8.284226249875728,8.502286507954775
2024-03-21,2.3870549583914373,2.3869268770023315,2.3869629476319765,2.3830612453767075,2.3860853919274185,2.3865535750170133,2.3862995960884223,2.383615807272248,-297.0,-297.0,2.5704985431106175,8.285654875866902,8.328197018344076
2024-03-22,2.3866571597459774,2.3862538134411313,2.3865560373782677,2.3830676937446116,2.3859612018421004,2.387211965837374,2.387649571575699,2.3851927216465447,-297.0,-297.0,2.564520996214481,8.285644221716908,8.329656071044834
2024-03-23,2.387051017405138,2.3860126959216132,2.3869394198914438,2.383073013652486,2.3855905604440517,2.386883912201188,2.386188468098837,2.383311057520687,-297.0,-297.0,2.5535888545304863,8.285630312752986,8.418452012374724
2024-03-24,2.387024854486702,2.3867135948931755,2.3869606947627435,2.3826318717434782,2.386134112887969,2.3866809197972954,2.3865738825446843,2.383480647713407,-297.0,-297.0,2.549220911007402,8.282412130469012,8.418323769651144
2024-03-25,2.387146055138482,2.3869900832308555,2.3870515362457243,2.3826767278822536,2.387413683549307,2.3874601518658762,2.386735302432571,2.3839819863881635,-297.0,-297.0,2.554576096078362,8.296275287706315,8.173368606756368
2024-03-26,2.3870307149081493,2.386891199335733,2.38697031091464,2.3825745604904993,2.3855309545748784,2.385638388304385,2.387727999460838,2.3839143477724987,-297.0,-297.0,2.569478547070157,8.285150017272768,8.164038150970777
2024-03-27,2.38678475920678,2.3867470856015647,2.3865602056642348,2.3823505098515168,2.385730681264597,2.386971207250882,2.387591498707597,2.383235997542889,-297.0,-297.0,2.5606442256857025,8.282688000221695,8.168273179741918
2024-03-28,2.3871155563827378,2.38684224570611,2.386964192654712,2.382437703380526,2.3859437312310594,2.3867485834453914,2.3862822601470546,2.3842855653108836,-297.0,-297.0,2.5560322978978816,8.317966571288288,8.175749307861773
2024-03-29,2.3872188441047655,2.3869707397633455,2.3871196490149176,2.3825545557257906,2.3858954245966735,2.3872549254038,2.3863382833743674,2.384380959070842,-297.0,-297.0,2.563213308970382,8.327815345216685,8.53694342427098
2024-03-30,2.3872266454991733,2.3865943684662256,2.3870831257723,2.3825549335858,2.3863883985158574,2.3868540063612764,2.386335286066303,2.3843668632113757,-297.0,-297.0,2.55746013444724,8.32785108549725,8.180786843210141
2024-03-31,2.3874408253014328,2.387190496098505,2.387175876278425,2.382502291846182,2.3866300067364197,2.387787677448063,2.3867779589767397,2.384338265661258,-297.0,-297.00000000000006,2.570198456662724,8.347054020121258,8.54721262539106
2024-04-01,2.3874446034363133,2.3870081804622556,2.387070283145556,2.3844089208884736,2.387962292689306,2.3880944893336062,2.386585747453621,2.3844681549798525,-297.0,-297.0,2.5916741632757754,8.349021748124738,8.54442481267332
2024-04-02,2.3875506767294237,2.3872248796644313,2.387358439304247,2.3828678649306485,2.386283150743685,2.3876656906926588,2.387053602704475,2.383864198274938,-297.0,-297.0,2.5994409006756176,8.366294942373084,8.556009959624866
2024-04-03,2.387340409854081,2.3871928301700747,2.3872580889969606,2.3826451128158572,2.386499883292508,2.385012307822193,2.3862898557708387,2.384344232054991,-297.0,-297.0,2.5847294354362895,8.343776504622205,8.184840098892243
2024-04-04,2.3873396747709896,2.3871882488601117,2.386768760264169,2.3826432561076096,2.386043169018784,2.3874502389511605,2.386455981038811,2.3841777629474263,-297.0,-297.0,2.5888470132213817,8.367199421840679,8.185018283523304
2024-04-05,2.38684038263201,2.3864445599530373,2.386355949083284,2.382348095054959,2.3859240797980124,2.3882980684506814,2.3869487626102925,2.384146822793604,-297.0,-297.0,2.584787288242006,8.367179834104888,8.185033952515408
2024-04-06,2.387334247202334,2.3867710300160145,2.3871816967875645,2.3826563501876157,2.385994017384359,2.3874072413418563,2.386993875714698,2.384150542729171,-297.0,-297.0,2.5841136884686833,8.36715947450336,8.185033952515408
2024-04-07,2.3873371478036294,2.386689618266693,2.387015568409569,2.3825613848428357,2.385809218220414,2.387529763857482,2.3863901068485833,2.3841670388551783,-297.0,-297.0,2.5683022843601515,8.363586155493064,8.290731180490363
2024-04-08,2.387016067666871,2.3867618293450925,2.3870370122176148,2.382463956595886,2.385793376481351,2.3871185644031674,2.38677196967142,2.383989093887899,-297.0,-297.0,2.5696945469822334,8.343556802867356,8.181334825945738
2024-04-09,2.3871388156834525,2.386585919511356,2.3868437051676885,2.382495653455031,2.3857083492814426,2.3874656838404626,2.3867711928615845,2.3839894758545577,-297.0,-297.0,2.5669539474206258,8.344677982843905,8.1816686861575
2024-04-10,2.3871650278757555,2.3870006780065927,2.3870614153263143,2.3825025197586998,2.3861363842417753,2.386894206682266,2.386752729051038,2.3839869393297333,-297.00000000000006,-297.0,2.573738414091565,8.596117815776392,8.1816686861575
2024-04-11,2.387163581719037,2.386985075168875,2.387061746040429,2.38250395392355,2.386202016695546,2.385227939958111,2.3867957225151493,2.383581619758742,-297.00000000000006,-297.0,2.622206904033943,8.356011083614318,8.183083164161857
2024-04-12,2.387273891685964,2.3864751157342012,2.386607164178881,2.382185899305601,2.388993153037063,2.387269812982114,2.3868885657340746,2.383106944207528,-297.00000000000006,-297.0,2.6835530091086772,8.352321590306138,8.184480853848369
2024-04-13,2.387352400128586,2.3862505612987297,2.3870362680516926,2.382448756341966,2.386065078365567,2.385603128343087,2.3870124261670598,2.38408537376391,-297.0,-297.0,2.657431562154862,8.351495547924655,8.539448919426404
2024-04-14,2.3872886084368856,2.386236914751593,2.3870318943818223,2.3819206421888564,2.3858122477771064,2.3855710136832293,2.3865559351569883,2.384011501888402,-297.0,-297.0,2.6644272168138627,8.351101245354261,8.189993132077594
2024-04-15,2.3872582163081297,2.3862348157307087,2.386937431346574,2.3822086000207934,2.3857386919228993,2.3852348539176016,2.3870205402280744,2.3854249366983855,-297.0,-297.0,2.6654145735638863,8.347875894266378,8.18124977820998
2024-04-16,2.3871817359620593,2.38613232621189,2.38692183445656,2.3819379564555465,2.3861086723715554,2.3852143255514267,2.386663654434653,2.3854356328967325,-297.0,-297.00000000000006,2.6668906111225095,8.338329891393883,8.534226618185519
2024-04-17,2.3873379703814943,2.3862346924254743,2.3869534577433424,2.38254528068066,2.3862103650950255,2.385442383386821,2.3869180298552366,2.3840598987380037,-297.0,-297.0,2.659572873599635,8.343556744972894,8.541549869312606
2024-04-18,2.387446588237178,2.3863351969744526,2.3871351242353587,2.382656034936315,2.3857672960569545,2.385633672685213,2.3871161864159363,2.3841448625555883,-297.0,-297.0,2.658171957840812,8.418058043456387,8.199825812038789
2024-04-19,2.3875504316260057,2.386438424526037,2.3871646986270068,2.38275235628935,2.386393358979115,2.385599691712397,2.3871025974814346,2.3842502966354187,-297.0,-296.99999999999994,2.635904755804803,8.441186522415137,8.567101013432676
2024-04-20,2.387655890904702,2.386544467342171,2.3872478554156675,2.3828200194484954,2.386523683426065,2.3853892532452368,2.38723612504134,2.3843579957094048,-297.0,-297.0,2.6399717705488364,8.463905778828751,8.31238568296466
2024-04-21,2.387414310270025,2.3862284818567843,2.3869968723807964,2.3826295064151197,2.3876324764209738,2.3856473022435893,2.3869297208496008,2.383937544769484,-297.0,-297.0,2.611545269320625,8.445183379076756,8.550704880805075
2024-04-22,2.387341324971145,2.3861291243144875,2.387020290513958,2.3825278477944316,2.3894594991151026,2.3853700289761557,2.386962870432798,2.3839612750148516,-297.0,-297.0,2.619984465198946,8.434826234217063,8.535226355129762
2024-04-23,2.387120215395695,2.386013203428924,2.386921521929519,2.382432279138223,2.385844071146086,2.385352253145825,2.38673371503016,2.3838558355805906,-297.0,-297.0,2.635752578729698,8.425647880643961,8.167852008211348
2024-04-24,2.3872675497763107,2.386113129391204,2.387001403759239,2.3825314444204615,2.385474808953721,2.385274990026651,2.3869409311639687,2.3837019236435655,-297.0,-297.0,2.637519221490226,8.437795303632209,8.536150169675635
2024-04-25,2.387213089111026,2.386116223971904,2.3870106504044846,2.3825871189348153,2.385690509276609,2.3854735071589714,2.386790991162152,2.3839371141294206,-297.0,-297.0,2.637055983903732,8.441430982766914,8.182846307127694
2024-04-26,2.3872877972424598,2.3862118613981083,2.3871280777930224,2.382689737153996,2.3859343944019855,2.3856545764768353,2.3868783846465065,2.384038651297983,-297.0,-297.0,2.6440402079026946,8.451707228601183,8.19307030811719
2024-04-27,2.3873975470854836,2.386196414033293,2.3871311925629795,2.382324460706777,2.386006951036277,2.3856310181983558,2.3868339199650555,2.385065706705125,-297.0,-297.0,2.652000137382051,8.35224720393911,8.19307030811719
2024-04-28,2.3870641845942884,2.38609794879276,2.3868063974365845,2.3819884618948626,2.385365624550542,2.385413106250371,2.386553241869225,2.3838896646353223,-297.0,-297.0,2.647504207615143,8.325832540664305,8.17437290836873
2024-04-29,2.38679741487591,2.385933677148156,2.3870482306350973,2.3824754916702227,2.385933968408278,2.3857106601398814,2.387053293580978,2.3835424681765196,-297.0,-297.0,2.6614212943861517,8.28212017981102,8.533233821886862
2024-04-30,2.3868247502072144,2.3860118640353214,2.3868747286659113,2.381886443853509,2.385521851207602,2.387815135741789,2.3866305845880946,2.3837640864443888,-297.0,-297.0,2.6463523723965694,8.275979147579775,8.17513960114015
2024-05-01,2.387460461995736,2.386228834706703,2.3871475601149608,2.382368488547248,2.3856062209093793,2.385661359231986,2.3869358423854616,2.383982782570353,-297.0,-296.99999999999994,2.644264535753385,8.288911652129508,8.539409455454809
2024-05-02,2.3874413248778223,2.3862245061410245,2.386941353372238,2.3821679984935162,2.3854430266842943,2.3875861353935557,2.3867070892242186,2.385093654029539,-296.99999999999994,-297.0,2.632392105494379,8.290834711456036,8.184307920694014
2024-05-03,2.387461074614275,2.38621720322434,2.3870144912537445,2.382697081104945,2.3855762392898314,2.3855127546048887,2.38697388101146,2.3831168588852707,-297.0,-297.0,2.633805291014138,8.290829854634067,8.536441705718953
